result_0.191_174,1.243,0.557,-0.418,-0.069,0.051,0.051,0.021,-0.158,0.100,0.153,0.034,0.581,-0.713,0.929,-0.019,0.015,0.669,-0.007,-0.479,0.526,0.081,-0.121,0.109,0.144,-0.026,-0.034,0.413,0.070,0.126,0.054,-0.017,0.288,0.064,-0.003,-0.618,0.110,0.247,0.213,0.341,0.448,0.062,-0.039,0.246,0.003,-0.059,
result_0.191_197,1.289,-0.003,-0.733,-0.031,0.132,1.009,0.261,-0.378,0.114,0.206,0.072,0.784,-0.046,-0.001,-0.002,0.730,-0.000,-0.001,-0.247,-0.000,-0.001,-0.051,0.008,0.030,0.472,-0.002,0.032,0.123,0.113,-0.001,-0.013,0.261,0.134,-0.001,-0.063,0.018,0.165,-0.001,0.054,-0.001,0.100,-0.039,0.123,0.202,-0.690,
result_0.191_23,0.793,-0.024,-0.521,-0.422,0.019,-0.007,0.030,-0.230,0.111,0.037,0.074,0.511,-0.516,-0.009,0.470,0.601,0.651,0.000,-0.182,-0.000,-0.001,-0.381,0.052,0.308,0.313,0.436,1.099,0.105,0.164,0.379,-0.137,0.145,0.019,0.000,-0.023,0.020,0.053,0.886,0.327,-0.035,0.029,-0.443,0.048,0.368,-0.499,
result_0.191_232,0.773,0.777,-0.027,-0.070,0.027,1.255,0.070,-0.175,0.134,0.031,0.202,0.011,-0.066,0.001,0.417,0.010,0.016,0.001,-0.709,0.005,0.004,-0.073,0.032,0.144,0.105,0.010,0.685,0.173,0.278,0.004,-0.248,0.796,0.364,0.019,-0.441,0.002,0.043,0.022,0.007,0.010,0.006,-0.681,0.065,0.035,-0.055,
result_0.191_235,0.801,0.004,-0.188,-0.336,0.049,0.087,-0.001,-0.156,-0.001,-0.005,-0.001,0.011,-0.182,0.023,0.422,0.883,0.564,-0.004,-0.106,0.111,0.562,-0.043,-0.003,0.313,0.732,0.068,1.035,0.000,0.148,0.349,-0.168,0.135,0.165,-0.001,-0.803,0.149,-0.002,0.004,-0.005,0.001,-0.002,-0.559,-0.000,0.343,-0.196,
result_0.191_247,1.244,0.585,-0.172,-0.419,0.015,0.073,0.028,-0.321,0.002,0.027,0.056,-0.011,-0.360,0.436,0.587,0.068,0.588,-0.003,-0.670,0.078,0.004,-0.383,0.008,0.336,0.177,-0.010,0.119,0.041,0.336,1.025,-0.456,0.416,0.017,-0.001,-0.128,0.023,0.093,0.042,0.088,-0.010,0.067,-0.204,0.002,0.082,-0.021,
result_0.191_254,0.802,0.015,-0.329,-0.079,0.008,0.212,0.008,-0.512,0.024,0.008,0.031,0.083,-0.540,-0.006,0.337,-0.001,0.406,-0.132,-0.438,0.116,0.465,-0.121,0.012,0.187,0.017,0.089,0.615,0.006,0.362,0.253,-0.113,0.862,0.009,-0.029,-0.111,0.292,0.008,1.055,0.008,0.754,0.008,-0.430,0.022,0.008,-0.488,
result_0.191_6,0.638,0.007,-0.182,-0.333,0.282,0.910,0.001,-0.099,0.022,0.241,0.015,0.025,-0.128,0.042,0.029,0.043,0.002,-0.000,-0.070,0.752,0.480,-0.424,0.036,0.088,0.645,0.583,0.819,0.086,0.192,0.057,-0.386,0.824,0.046,-0.001,-0.781,0.238,0.047,0.058,0.138,0.168,0.192,-0.429,0.192,0.013,-0.067,
result_0.191_64,1.117,0.069,-0.366,-0.184,0.066,0.195,0.036,-0.013,0.042,0.030,0.193,-0.000,-0.072,0.085,0.219,0.667,0.047,0.030,-0.298,0.955,0.150,-0.704,0.145,0.001,-0.004,0.606,0.467,0.149,0.345,0.188,-0.372,0.370,0.054,0.026,-0.519,0.012,0.045,0.078,0.028,0.660,0.064,-0.032,0.169,0.035,-0.002,
result_0.191_91,1.021,0.361,-0.235,-0.594,0.139,0.274,0.215,-0.148,0.012,0.072,0.145,0.607,-0.073,1.100,0.002,0.314,0.103,-0.001,-0.132,0.342,0.067,-0.468,0.029,0.049,0.001,0.593,0.842,0.027,0.124,0.313,-0.642,0.030,0.330,-0.003,-0.111,0.028,0.180,0.083,0.070,0.002,0.029,-0.346,0.211,0.204,-0.281,
result_0.192_112,1.304,0.460,-0.031,-0.016,0.011,0.031,0.225,-0.028,0.065,0.012,0.220,-0.031,-0.031,0.820,-0.015,0.020,0.119,-0.030,-0.541,0.030,0.423,-0.279,0.072,0.070,0.425,0.451,0.427,0.015,0.360,0.920,-0.019,0.116,0.004,-0.051,-0.665,0.026,0.006,0.014,0.011,0.494,0.011,-0.259,0.047,0.019,-0.755,
result_0.192_123,1.243,0.054,-0.115,-0.507,0.003,0.735,0.044,-0.211,0.077,0.004,0.068,0.011,-0.341,0.204,0.461,0.002,0.004,-0.033,-0.075,0.023,0.023,-0.099,0.267,0.027,0.749,0.255,0.381,0.071,0.357,0.307,-0.554,0.337,0.005,-0.006,-0.170,0.025,0.004,0.991,0.004,0.027,0.004,-0.396,0.165,0.009,-0.645,
result_0.192_128,1.264,0.714,-0.165,-0.500,0.279,0.605,0.132,-0.405,0.193,0.076,0.088,0.062,-0.159,0.154,0.001,0.117,0.725,-0.028,-0.827,0.881,0.012,-0.165,0.109,0.001,0.000,0.001,0.582,0.121,0.112,0.213,-0.156,0.044,0.321,-0.090,-0.185,0.050,0.091,0.211,0.106,0.652,0.033,-0.425,0.198,0.167,-0.246,
result_0.192_198,0.821,0.043,-0.030,-0.013,0.079,0.378,0.136,-0.176,0.242,0.091,0.004,-0.002,-0.992,0.675,-0.003,-0.005,-0.001,-0.094,-0.024,0.000,0.361,-0.074,0.058,0.018,-0.006,0.280,0.111,0.242,0.306,0.599,-0.148,1.087,0.012,-0.129,-0.587,0.007,0.180,0.769,0.198,0.875,0.060,-0.146,0.051,0.032,-0.067,
result_0.192_293,0.942,0.423,-0.412,-0.181,0.003,0.083,0.097,-0.402,0.280,0.003,0.177,0.141,-0.168,0.021,0.535,0.019,0.003,-0.094,-0.366,1.015,0.004,-0.348,0.038,0.110,0.311,0.494,0.271,0.041,0.377,0.012,-0.177,0.910,0.003,-0.118,-0.080,0.040,0.003,0.788,0.003,0.036,0.003,-0.618,0.072,0.004,-0.537,
result_0.193_115,0.783,0.341,-0.064,-0.095,0.003,0.089,0.090,-0.158,0.190,0.007,0.021,0.073,-0.023,0.520,0.074,0.995,0.047,-0.022,-0.523,0.017,0.111,-0.056,0.164,0.018,0.550,0.040,1.034,0.015,0.358,0.160,-0.482,0.183,0.005,-0.021,-0.149,0.030,0.022,0.526,0.006,0.634,0.005,-0.537,0.198,0.004,-0.650,
result_0.193_149,1.330,-0.015,-0.937,-0.124,0.040,0.298,0.009,-0.231,0.082,0.010,0.076,0.488,-0.089,0.007,-0.006,0.314,0.636,-0.001,-0.113,0.748,0.068,-0.193,0.140,0.047,0.697,0.053,0.042,0.022,0.147,0.669,-0.090,0.124,0.159,-0.001,-0.501,0.294,0.101,0.020,0.381,0.105,0.010,-0.182,0.033,0.005,-0.120,
result_0.193_15,1.242,0.010,-0.021,-0.280,0.025,0.175,0.244,-0.353,0.234,0.043,0.005,0.339,-0.435,0.007,0.068,0.230,1.109,-0.004,-0.060,0.137,0.192,-0.758,0.001,0.005,0.445,0.217,0.155,0.025,0.345,0.352,-0.516,0.366,0.029,-0.023,-0.041,0.025,0.028,0.173,0.046,0.661,0.082,-0.014,0.038,0.032,-0.069,
result_0.193_152,1.305,0.475,-0.085,-0.205,0.002,0.807,-0.206,-0.460,-0.167,0.002,-0.133,0.034,-0.259,0.058,0.067,0.440,0.109,0.001,-0.413,0.052,0.830,-0.506,-0.048,0.773,0.067,0.015,0.273,-0.145,0.341,0.248,-0.534,0.086,0.002,0.002,-0.398,0.002,0.002,0.105,0.002,0.049,0.002,-0.333,-0.594,0.002,-0.026,
result_0.193_157,1.041,0.544,-0.112,-0.032,0.243,0.441,0.092,-0.193,0.061,0.040,0.075,0.095,-0.060,-0.007,0.719,0.684,-0.027,0.019,-0.467,-0.009,0.577,-0.357,0.081,0.101,0.019,0.007,0.204,0.061,-0.001,-0.007,-0.567,0.773,0.014,0.026,-0.098,0.104,0.176,0.725,0.047,0.003,0.263,-0.393,0.270,0.042,-0.577,
result_0.193_30,1.285,0.704,-0.416,-0.317,0.003,0.181,0.150,-0.411,0.037,0.014,0.241,-0.015,-0.465,-0.002,-0.012,-0.002,-0.002,-0.001,-0.348,0.018,0.181,-0.261,0.117,0.066,-0.012,-0.024,0.481,0.077,0.335,1.124,-0.310,0.015,0.010,-0.001,-0.522,0.003,0.006,0.634,0.008,0.570,0.006,-0.288,0.139,0.004,-0.337,
result_0.194_295,1.230,-0.000,-0.299,-0.070,0.001,0.019,0.049,-0.419,0.023,0.001,0.033,0.527,-0.536,-0.004,0.666,0.412,0.676,-0.005,-0.357,0.262,0.034,-0.102,0.006,0.001,-0.000,-0.000,0.099,0.046,0.360,0.714,-0.345,0.315,0.001,-0.069,-0.219,0.318,0.001,0.530,0.001,-0.000,0.001,-0.176,0.052,0.001,-0.543,
result_0.194_69,0.799,0.634,-0.091,-0.063,0.001,0.092,0.011,-0.038,0.006,0.235,0.008,0.226,-0.186,0.043,0.013,0.906,0.630,-0.000,-0.100,0.597,0.010,-0.191,0.011,0.002,0.439,0.278,0.336,0.255,0.244,0.099,-0.539,0.985,0.189,-0.013,-0.347,0.237,0.002,0.083,0.161,0.245,0.000,-0.745,0.078,0.128,-0.491,
result_0.195_102,0.762,0.000,-0.138,-0.159,0.012,0.163,0.121,-0.263,0.008,0.002,0.075,0.198,-0.660,0.436,0.496,1.038,0.148,-0.047,-0.022,0.131,0.053,-0.362,0.073,0.003,0.002,0.004,0.681,0.187,0.420,0.161,-0.619,0.784,0.003,-0.178,-0.191,0.287,0.005,0.378,0.005,0.676,0.008,-0.141,0.011,0.002,-0.249,
result_0.195_122,1.341,0.140,-0.042,-0.052,0.001,0.392,0.169,-0.185,0.104,0.001,0.003,0.203,-0.368,0.637,0.753,0.630,-0.007,-0.005,-0.050,0.524,0.085,-0.581,0.010,0.269,0.353,0.149,0.051,0.044,0.348,0.680,-0.125,0.075,0.001,-0.004,-0.716,0.017,0.001,-0.014,0.001,0.202,0.001,-0.053,0.040,0.001,-0.558,
result_0.195_42,1.307,0.267,-0.308,-0.520,0.063,0.513,0.073,-0.494,0.050,0.024,0.092,0.412,-0.353,0.348,0.086,0.036,0.922,-0.006,-0.277,0.222,0.287,-0.267,0.014,0.279,0.408,-0.019,0.114,0.006,0.336,0.550,-0.273,0.243,0.010,-0.000,-0.324,0.141,0.033,0.020,0.058,0.569,0.013,-0.263,0.004,0.020,-0.468,
result_0.197_70,0.846,-0.005,-0.077,-0.054,0.097,0.361,0.037,-0.275,0.087,0.119,0.165,0.006,-0.354,0.477,-0.005,0.492,-0.008,-0.006,-0.199,0.488,0.060,-0.163,0.011,0.153,-0.005,0.340,0.157,0.173,0.249,0.569,-0.308,0.938,0.169,-0.012,-0.694,0.196,0.149,0.584,0.052,0.791,0.057,-0.536,0.041,0.014,-0.173,
